Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
Single,1st phase—general contingent,1,Management,Daytime,1.0,1,13.0,27.0,5.0,9,No,No,No,1,Male,0.0,27.0,0.0,0.0,5.0,12.0,3,10.0,0,0,5,12.0,1,13.0,0,7.6,2.6,0.32,Enrolled
Single,2nd phase—general contingent,2,Informatics Engineering,Daytime,1.0,1,10.0,14.0,6.0,6,No,No,No,1,Male,0.0,19.0,0.0,0.0,5.0,0.0,0,0.0,0,0,5,0.0,0,0.0,0,12.4,0.5,1.79,Dropout
Single,1st phase—general contingent,1,Management,Daytime,1.0,1,13.0,27.0,10.0,10,No,No,No,1,Male,0.0,18.0,0.0,0.0,5.0,5.0,5,11.6,0,0,5,5.0,5,13.2,0,12.4,0.5,1.79,Graduate
Married,Over 23 years old,1,Journalism and Communication,Daytime,1.0,1,22.0,27.0,8.0,5,No,No,No,1,Male,0.0,43.0,0.0,0.0,6.0,10.0,4,11.75,0,0,6,7.0,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,3rd phase—general contingent,3,Tourism,Daytime,1.0,1,13.0,14.0,10.0,7,Yes,No,No,1,Male,0.0,18.0,0.0,0.0,6.0,0.0,0,0.0,0,0,6,0.0,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,1.0,1,3.0,3.0,3.0,3,Yes,No,No,1,Male,0.0,18.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,2nd phase—general contingent,5,Tourism,Daytime,1.0,1,22.0,28.0,10.0,10,Yes,No,Yes,1,Male,1.0,20.0,0.0,0.0,6.0,7.0,0,0.0,0,0,6,6.0,0,0.0,0,8.9,1.4,3.51,Dropout
Married,Over 23 years old,1,Management (evening attendance),Evening,1.0,1,22.0,14.0,10.0,10,No,No,Yes,0,Male,0.0,29.0,0.0,0.0,5.0,7.0,4,11.25,0,0,5,8.0,4,11.8,0,10.8,1.4,1.74,Dropout
Single,Over 23 years old,1,Equiniculture,Daytime,12.0,1,22.0,27.0,10.0,11,Yes,No,Yes,1,Male,0.0,44.0,0.0,0.0,6.0,9.0,5,11.571428571428571,0,0,6,11.0,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,1st phase—general contingent,1,Informatics Engineering,Daytime,1.0,1,22.0,27.0,10.0,10,Yes,No,No,1,Male,0.0,18.0,0.0,0.0,5.0,7.0,4,10.0,0,0,5,8.0,1,16.0,0,10.8,1.4,1.74,Enrolled
Single, Technological specialization diploma holders,1,Agronomy,Daytime,14.0,1,22.0,27.0,10.0,2,No,No,No,1,Male,1.0,20.0,0.0,0.0,6.0,11.0,5,13.833333333333334,0,0,6,13.0,6,12.3,0,15.5,2.8,-4.06,Enrolled
Single,Change in course,1,Communication Design,Daytime,1.0,1,23.0,27.0,9.0,8,Yes,No,No,1,Male,0.0,20.0,0.0,3.0,6.0,6.0,4,12.75,0,3,9,12.0,3,12.666666666666666,0,12.4,0.5,1.79,Dropout
Married,Over 23 years old,2,Management,Daytime,1.0,1,22.0,27.0,10.0,10,Yes,No,No,1,Male,0.0,36.0,0.0,0.0,4.0,4.0,0,0.0,0,0,5,9.0,0,0.0,0,10.8,1.4,1.74,Dropout
Single, Technological specialization diploma holders,1,Equiniculture,Daytime,14.0,1,5.0,1.0,3.0,6,Yes,No,No,1,Male,0.0,19.0,0.0,1.0,6.0,13.0,5,11.6,0,1,6,12.0,2,11.0,0,13.9,-0.3,0.79,Enrolled
Married,Over 23 years old,1,Veterinary Nursing,Daytime,12.0,1,22.0,27.0,12.0,12,No,No,No,0,Male,0.0,29.0,0.0,0.0,5.0,5.0,0,0.0,0,0,5,5.0,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,1.0,1,1.0,1.0,10.0,10,Yes,No,No,1,Male,0.0,18.0,0.0,0.0,6.0,6.0,4,11.25,0,0,6,10.0,3,10.333333333333334,0,10.8,1.4,1.74,Dropout
Single,Over 23 years old,1,Agronomy,Daytime,1.0,1,1.0,1.0,2.0,7,No,No,No,0,Male,0.0,24.0,0.0,0.0,6.0,0.0,0,0.0,0,0,6,0.0,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,1.0,1,3.0,14.0,3.0,6,No,No,No,1,Male,0.0,20.0,0.0,0.0,6.0,6.0,6,14.333333333333334,0,0,6,7.0,6,15.0,0,15.5,2.8,-4.06,Graduate
Married,Over 23 years old,1,Social Service (evening attendance),Evening,12.0,1,13.0,27.0,10.0,10,No,No,Yes,0,Male,0.0,45.0,0.0,0.0,6.0,7.0,0,0.0,0,0,5,5.0,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,Change in course,2,Nursing,Daytime,1.0,1,23.0,27.0,5.0,5,Yes,No,No,1,Male,1.0,28.0,0.0,18.0,23.0,23.0,20,13.5,3,18,23,23.0,20,13.5,3,7.6,2.6,0.32,Graduate
Single,1st phase—general contingent,1,Tourism,Daytime,1.0,1,13.0,28.0,10.0,10,Yes,No,No,1,Male,0.0,23.0,0.0,0.0,6.0,8.0,6,12.666666666666666,0,0,6,10.0,5,12.2,0,7.6,2.6,0.32,Enrolled
Single,1st phase—general contingent,1,Nursing,Daytime,1.0,1,1.0,14.0,5.0,8,Yes,No,No,1,Male,0.0,18.0,0.0,0.0,7.0,7.0,7,12.444285714285714,0,0,8,11.0,7,11.347142857142858,0,12.4,0.5,1.79,Graduate
Single,1st phase—general contingent,2,Management,Daytime,1.0,1,13.0,14.0,10.0,5,Yes,No,No,1,Male,0.0,23.0,0.0,0.0,5.0,7.0,3,10.666666666666666,1,0,5,7.0,3,11.333333333333334,0,9.4,-0.8,-3.12,Dropout
Single,Change in course,1,Animation and Multimedia Design,Daytime,1.0,1,3.0,3.0,3.0,3,Yes,No,No,1,Male,0.0,22.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,7.6,2.6,0.32,Enrolled
Single,1st phase—general contingent,1,Communication Design,Daytime,1.0,1,13.0,14.0,6.0,6,No,No,No,1,Male,1.0,22.0,0.0,1.0,6.0,6.0,6,12.666666666666666,0,1,6,6.0,5,12.4,0,12.4,0.5,1.79,Graduate
Single,Over 23 years old,1,Management (evening attendance),Evening,9.0,1,22.0,28.0,6.0,6,No,No,No,1,Male,0.0,33.0,0.0,0.0,5.0,5.0,5,13.2,0,0,5,6.0,5,14.833333333333334,0,10.8,1.4,1.74,Graduate
Single,Short cycle diploma holders,1,Agronomy,Daytime,16.0,1,1.0,28.0,10.0,7,No,No,No,1,Male,0.0,21.0,0.0,7.0,12.0,20.0,10,12.7,0,5,12,14.0,11,12.181818181818182,0,8.9,1.4,3.51,Graduate
Married,Over 23 years old,1,Management,Daytime,1.0,1,22.0,27.0,10.0,6,No,No,No,1,Male,0.0,45.0,0.0,0.0,5.0,6.0,5,14.833333333333334,0,0,5,5.0,5,14.8,0,15.5,2.8,-4.06,Graduate
Married,Over 23 years old,1,Agronomy,Daytime,1.0,1,22.0,27.0,10.0,10,No,No,No,0,Male,0.0,44.0,0.0,4.0,10.0,10.0,4,11.5,0,1,7,8.0,1,12.0,0,15.5,2.8,-4.06,Dropout
Divorced,Over 23 years old,1,Advertising and Marketing Management,Daytime,1.0,1,13.0,14.0,12.0,13,No,No,No,1,Male,0.0,42.0,0.0,0.0,6.0,0.0,0,0.0,0,0,6,0.0,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,3rd phase—general contingent,1,Management,Daytime,1.0,1,13.0,1.0,10.0,8,Yes,No,No,1,Male,0.0,20.0,0.0,0.0,5.0,0.0,0,0.0,0,0,5,0.0,0,0.0,0,12.4,0.5,1.79,Dropout
Single,2nd phase—general contingent,6,Management,Daytime,1.0,1,13.0,28.0,6.0,7,Yes,No,No,1,Male,0.0,20.0,0.0,0.0,5.0,7.0,3,12.666666666666666,1,0,5,12.0,2,12.5,0,9.4,-0.8,-3.12,Enrolled
Single,1st phase—general contingent,2,Tourism,Daytime,1.0,1,1.0,28.0,3.0,9,Yes,No,No,1,Male,1.0,20.0,0.0,0.0,6.0,7.0,6,14.714285714285714,0,0,6,6.0,6,12.5,0,8.9,1.4,3.51,Graduate
Single,2nd phase—general contingent,2,Journalism and Communication,Daytime,1.0,1,1.0,1.0,5.0,5,Yes,No,No,1,Male,0.0,20.0,0.0,0.0,6.0,11.0,3,13.666666666666666,0,0,6,13.0,4,10.25,0,9.4,-0.8,-3.12,Enrolled
Single,1st phase—general contingent,2,Management,Daytime,1.0,1,1.0,1.0,10.0,7,No,No,No,1,Male,0.0,19.0,0.0,0.0,5.0,9.0,5,10.8,0,0,5,13.0,2,13.5,0,8.9,1.4,3.51,Enrolled
Single,Change in institution/course,1,Social Service (evening attendance),Evening,1.0,1,1.0,1.0,5.0,5,No,No,Yes,0,Male,0.0,26.0,0.0,2.0,8.0,13.0,4,10.5,0,5,10,16.0,7,10.428571428571429,0,12.4,0.5,1.79,Dropout
Married,Over 23 years old,1,Agronomy,Daytime,1.0,1,22.0,27.0,9.0,8,No,No,No,1,Male,0.0,31.0,0.0,0.0,6.0,10.0,6,15.0,0,0,6,11.0,5,12.5,0,13.9,-0.3,0.79,Graduate
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,1.0,1,1.0,14.0,10.0,10,No,No,Yes,1,Male,1.0,19.0,0.0,0.0,6.0,6.0,6,12.666666666666666,0,0,6,6.0,6,14.0,0,16.2,0.3,-0.92,Graduate
Single,Over 23 years old,1,Journalism and Communication,Daytime,12.0,1,22.0,27.0,1.0,1,Yes,No,No,1,Male,0.0,28.0,0.0,0.0,6.0,7.0,6,13.166666666666666,0,0,6,6.0,6,13.666666666666666,0,7.6,2.6,0.32,Graduate
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,1.0,1,13.0,27.0,10.0,10,Yes,No,No,1,Male,1.0,20.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,10.8,1.4,1.74,Graduate
Married,1st phase—general contingent,2,Social Service (evening attendance),Evening,1.0,1,22.0,1.0,10.0,11,Yes,No,No,1,Female,0.0,43.0,0.0,0.0,6.0,6.0,6,13.0,0,0,6,6.0,6,12.5,0,9.4,-0.8,-3.12,Graduate
Single,Over 23 years old,1,Animation and Multimedia Design,Daytime,12.0,17,1.0,14.0,3.0,8,No,No,No,1,Male,1.0,25.0,1.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,Over 23 years old,1,Social Service,Daytime,12.0,1,22.0,27.0,10.0,10,No,Yes,Yes,1,Female,0.0,40.0,0.0,0.0,6.0,13.0,2,10.0,0,0,6,10.0,1,15.0,0,16.2,0.3,-0.92,Dropout
Single, Technological specialization diploma holders,1,Veterinary Nursing,Daytime,14.0,3,5.0,4.0,2.0,2,No,No,No,1,Female,0.0,20.0,1.0,2.0,6.0,7.0,6,13.333333333333334,0,1,6,16.0,5,13.375,0,12.4,0.5,1.79,Graduate
Married,Over 23 years old,1,Social Service (evening attendance),Evening,9.0,1,22.0,27.0,10.0,2,No,No,No,1,Female,0.0,46.0,0.0,0.0,6.0,13.0,3,12.333333333333334,0,0,6,6.0,6,13.333333333333334,0,11.1,0.6,2.02,Graduate
Single,Change in institution/course,1,Biofuel Production Technologies,Daytime,1.0,1,13.0,27.0,6.0,8,No,No,No,1,Female,0.0,26.0,0.0,14.0,21.0,23.0,20,13.181818181818182,0,10,14,18.0,14,11.642857142857142,0,8.9,1.4,3.51,Graduate
Married,Over 23 years old,1,Nursing,Daytime,1.0,1,3.0,1.0,6.0,6,No,No,No,1,Female,1.0,34.0,0.0,0.0,7.0,7.0,6,12.513333333333334,0,0,8,9.0,7,13.071428571428571,0,12.4,0.5,1.79,Graduate
Single,3rd phase—general contingent,3,Basic Education,Daytime,1.0,1,23.0,27.0,10.0,6,Yes,No,No,1,Female,0.0,19.0,0.0,0.0,6.0,0.0,0,0.0,0,0,6,0.0,0,0.0,0,10.8,1.4,1.74,Dropout
Single,1st phase—general contingent,6,Nursing,Daytime,1.0,1,13.0,14.0,10.0,10,Yes,No,No,1,Female,1.0,18.0,0.0,0.0,8.0,8.0,7,13.585714285714284,0,0,8,8.0,7,13.585714285714284,0,12.7,3.7,-1.7,Graduate
Single,1st phase—general contingent,1,Oral Hygiene,Daytime,1.0,1,13.0,14.0,5.0,10,Yes,No,No,1,Female,0.0,18.0,0.0,0.0,7.0,9.0,7,11.155555555555557,0,0,8,10.0,8,11.425,0,12.7,3.7,-1.7,Graduate
Single,Over 23 years old,1,Social Service (evening attendance),Evening,1.0,1,23.0,27.0,10.0,8,No,No,No,1,Male,1.0,37.0,0.0,1.0,7.0,9.0,6,11.857142857142858,0,1,6,7.0,5,12.0,0,13.9,-0.3,0.79,Graduate
Single,2nd phase—general contingent,1,Animation and Multimedia Design,Daytime,1.0,1,13.0,28.0,10.0,8,No,No,No,1,Male,1.0,23.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,9.4,-0.8,-3.12,Graduate
Single,Change in course,1,Communication Design,Daytime,1.0,1,13.0,28.0,10.0,8,No,No,No,1,Male,0.0,26.0,0.0,9.0,14.0,14.0,14,14.0,0,7,13,13.0,13,13.615384615384617,0,15.5,2.8,-4.06,Graduate
Single,Ordinance No. 854-B/99,2,Journalism and Communication,Daytime,1.0,9,13.0,28.0,4.0,6,Yes,No,No,0,Female,0.0,18.0,1.0,0.0,6.0,8.0,5,12.0,0,0,6,0.0,0,0.0,0,10.8,1.4,1.74,Dropout
Single,International student (bachelor),1,Nursing,Daytime,1.0,20,3.0,2.0,14.0,5,Yes,No,No,1,Female,0.0,18.0,1.0,0.0,7.0,15.0,4,11.575,0,0,7,10.0,5,12.419999999999998,0,12.4,0.5,1.79,Enrolled
Single,2nd phase—general contingent,4,Nursing,Daytime,1.0,1,3.0,3.0,3.0,3,Yes,No,No,1,Female,0.0,19.0,0.0,0.0,7.0,8.0,7,13.198571428571428,0,0,8,8.0,8,13.0625,0,11.1,0.6,2.02,Graduate
Single,Ordinance No. 854-B/99,2,Veterinary Nursing,Daytime,1.0,9,13.0,1.0,5.0,10,No,No,No,1,Female,0.0,18.0,1.0,0.0,6.0,10.0,6,13.5,0,0,6,12.0,6,12.0,0,12.4,0.5,1.79,Graduate
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,1.0,1,1.0,3.0,5.0,4,Yes,No,No,1,Female,0.0,19.0,0.0,0.0,6.0,6.0,6,13.333333333333334,0,0,6,8.0,5,12.8,0,8.9,1.4,3.51,Dropout
Single,2nd phase—general contingent,4,Informatics Engineering,Daytime,1.0,15,1.0,1.0,29.0,36,Yes,No,No,1,Male,0.0,20.0,1.0,0.0,5.0,10.0,4,14.25,0,0,5,14.0,1,10.0,0,8.9,1.4,3.51,Enrolled
Single,2nd phase—general contingent,1,Communication Design,Daytime,1.0,1,1.0,1.0,2.0,6,No,No,No,1,Female,1.0,22.0,0.0,0.0,6.0,7.0,6,12.166666666666666,0,0,6,9.0,4,12.0,0,9.4,-0.8,-3.12,Graduate
Single,1st phase—general contingent,3,Nursing,Daytime,1.0,1,13.0,1.0,10.0,6,Yes,No,No,1,Female,1.0,18.0,0.0,0.0,8.0,8.0,7,12.214285714285714,0,0,8,8.0,7,12.214285714285714,0,12.7,3.7,-1.7,Graduate
Single,2nd phase—general contingent,1,Tourism,Daytime,1.0,1,13.0,29.0,6.0,5,No,No,No,1,Female,1.0,18.0,0.0,0.0,6.0,8.0,6,12.666666666666666,0,0,6,6.0,6,13.0,0,13.9,-0.3,0.79,Graduate
Single,1st phase—general contingent,3,Journalism and Communication,Daytime,1.0,1,23.0,28.0,6.0,6,Yes,No,No,1,Female,1.0,18.0,0.0,0.0,6.0,7.0,6,12.285714285714286,0,0,6,6.0,6,13.5,0,8.9,1.4,3.51,Graduate
Single,1st phase—general contingent,6,Tourism,Daytime,1.0,1,23.0,27.0,6.0,8,Yes,No,No,1,Female,1.0,18.0,0.0,0.0,6.0,7.0,6,13.0,0,0,6,6.0,6,13.0,0,12.4,0.5,1.79,Graduate
Single,1st phase—general contingent,2,Tourism,Daytime,1.0,1,4.0,3.0,8.0,5,Yes,No,No,1,Female,0.0,18.0,0.0,0.0,6.0,8.0,6,12.142857142857142,0,0,6,6.0,6,11.166666666666666,0,8.9,1.4,3.51,Graduate
Single,2nd phase—general contingent,6,Nursing,Daytime,1.0,1,1.0,14.0,8.0,8,Yes,No,No,1,Female,1.0,19.0,0.0,0.0,7.0,8.0,7,13.875714285714285,0,0,8,9.0,7,13.085714285714284,0,11.1,0.6,2.02,Graduate
Single,2nd phase—general contingent,1,Basic Education,Daytime,1.0,1,13.0,1.0,6.0,6,No,No,No,1,Female,0.0,20.0,0.0,0.0,6.0,0.0,0,0.0,0,0,6,0.0,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,2nd phase—general contingent,4,Social Service,Daytime,1.0,1,1.0,14.0,10.0,6,Yes,No,No,1,Female,1.0,19.0,0.0,0.0,6.0,12.0,6,11.666666666666666,0,0,6,7.0,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,1st phase—general contingent,2,Veterinary Nursing,Daytime,1.0,1,3.0,1.0,5.0,8,Yes,No,No,1,Female,0.0,18.0,0.0,0.0,6.0,13.0,6,13.153846153846152,0,0,6,12.0,3,11.0,0,15.5,2.8,-4.06,Graduate
Single,1st phase—general contingent,4,Communication Design,Daytime,1.0,1,1.0,1.0,10.0,8,Yes,No,No,1,Female,1.0,18.0,0.0,0.0,6.0,6.0,6,14.5,0,0,6,6.0,6,12.833333333333334,0,12.4,0.5,1.79,Dropout
Single,2nd phase—general contingent,6,Nursing,Daytime,1.0,1,13.0,14.0,8.0,8,Yes,No,No,1,Female,1.0,18.0,0.0,0.0,7.0,7.0,7,14.44142857142857,0,0,8,8.0,8,13.65625,0,11.1,0.6,2.02,Graduate
Single,2nd phase—general contingent,2,Journalism and Communication,Daytime,1.0,1,3.0,28.0,3.0,7,Yes,No,No,1,Female,0.0,18.0,0.0,0.0,6.0,6.0,6,15.166666666666666,0,0,6,7.0,6,14.285714285714286,0,12.4,0.5,1.79,Graduate
Single,2nd phase—general contingent,1,Management,Daytime,1.0,1,13.0,28.0,5.0,9,No,No,No,1,Female,1.0,18.0,0.0,0.0,5.0,5.0,5,11.6,0,0,5,12.0,4,12.625,0,10.8,1.4,1.74,Graduate
Single,2nd phase—general contingent,1,Journalism and Communication,Daytime,1.0,1,1.0,1.0,5.0,8,Yes,No,Yes,1,Female,0.0,18.0,0.0,0.0,6.0,6.0,6,11.666666666666666,0,0,6,6.0,6,12.333333333333334,0,16.2,0.3,-0.92,Graduate
Single, Technological specialization diploma holders,1,Agronomy,Daytime,14.0,1,22.0,28.0,10.0,7,No,No,No,1,Female,1.0,20.0,0.0,0.0,6.0,8.0,6,12.625,0,0,6,10.0,6,13.2,0,16.2,0.3,-0.92,Graduate
Single,1st phase—special contingent (Madeira Island),2,Social Service,Daytime,1.0,1,23.0,27.0,4.0,6,Yes,No,No,1,Female,1.0,19.0,0.0,0.0,6.0,14.0,3,12.666666666666666,0,0,6,7.0,6,11.0,0,9.4,-0.8,-3.12,Graduate
Single,2nd phase—general contingent,1,Equiniculture,Daytime,1.0,1,2.0,14.0,3.0,7,Yes,No,No,1,Female,1.0,18.0,0.0,0.0,6.0,7.0,6,12.833333333333334,1,0,6,8.0,6,13.0,0,8.9,1.4,3.51,Enrolled
Single,1st phase—general contingent,1,Social Service,Daytime,1.0,1,23.0,28.0,9.0,8,Yes,No,No,1,Female,1.0,19.0,0.0,0.0,6.0,7.0,6,11.857142857142858,0,0,6,8.0,6,13.142857142857142,0,12.4,0.5,1.79,Graduate
Single,2nd phase—general contingent,2,Basic Education,Daytime,1.0,1,3.0,1.0,2.0,6,Yes,No,No,1,Female,0.0,19.0,0.0,0.0,6.0,8.0,5,11.4,1,0,6,7.0,4,10.75,0,12.7,3.7,-1.7,Enrolled
Single,Change in course,1,Equiniculture,Daytime,1.0,14,3.0,4.0,4.0,3,No,No,No,1,Female,0.0,19.0,1.0,0.0,5.0,10.0,5,14.857142857142858,2,0,5,7.0,5,15.142857142857142,0,9.4,-0.8,-3.12,Enrolled
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,1.0,1,13.0,14.0,8.0,8,No,No,No,1,Female,0.0,19.0,0.0,0.0,6.0,7.0,6,14.714285714285714,0,0,6,6.0,6,15.833333333333334,0,12.4,0.5,1.79,Graduate
Single,International student (bachelor),1,Advertising and Marketing Management,Daytime,1.0,12,27.0,1.0,3.0,8,No,Yes,Yes,1,Female,0.0,20.0,1.0,0.0,6.0,6.0,6,13.5,0,0,6,9.0,5,13.0,0,8.9,1.4,3.51,Graduate
Single,3rd phase—general contingent,1,Equiniculture,Daytime,1.0,1,23.0,14.0,10.0,6,Yes,No,No,1,Female,1.0,18.0,0.0,0.0,5.0,7.0,4,11.5,0,0,5,5.0,5,12.4,0,10.8,1.4,1.74,Graduate
Single,Holders of other higher courses,1,Management,Daytime,3.0,1,1.0,29.0,5.0,8,No,No,No,1,Female,0.0,33.0,0.0,2.0,5.0,9.0,2,14.0,0,0,5,5.0,0,0.0,0,12.4,0.5,1.79,Dropout
Single,1st phase—general contingent,1,Basic Education,Daytime,1.0,1,13.0,14.0,5.0,6,No,No,No,1,Female,1.0,19.0,0.0,0.0,7.0,8.0,6,12.833333333333334,0,0,6,6.0,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,2nd phase—general contingent,2,Oral Hygiene,Daytime,1.0,1,1.0,1.0,10.0,10,No,No,No,1,Female,1.0,18.0,0.0,0.0,7.0,7.0,7,13.428571428571429,0,0,8,8.0,8,14.75,0,15.5,2.8,-4.06,Graduate
Single,2nd phase—general contingent,1,Communication Design,Daytime,1.0,1,13.0,1.0,5.0,4,No,No,No,1,Female,0.0,19.0,0.0,0.0,6.0,0.0,0,0.0,0,0,6,0.0,0,0.0,0,8.9,1.4,3.51,Dropout
Single, Technological specialization diploma holders,1,Agronomy,Daytime,14.0,1,23.0,28.0,7.0,4,No,No,No,1,Female,0.0,19.0,0.0,0.0,6.0,18.0,3,11.666666666666666,0,0,6,14.0,4,11.5,0,15.5,2.8,-4.06,Enrolled
Single,1st phase—general contingent,3,Journalism and Communication,Daytime,1.0,1,3.0,1.0,3.0,9,Yes,No,No,1,Female,0.0,18.0,0.0,0.0,6.0,6.0,6,16.0,0,0,6,7.0,6,14.333333333333334,0,12.4,0.5,1.79,Graduate
Single,1st phase—general contingent,1,Social Service,Daytime,1.0,1,13.0,14.0,10.0,6,Yes,No,No,1,Female,0.0,20.0,0.0,0.0,6.0,6.0,6,13.833333333333334,0,0,6,6.0,6,11.833333333333334,0,10.8,1.4,1.74,Graduate
Single,1st phase—general contingent,5,Nursing,Daytime,1.0,1,13.0,27.0,8.0,8,Yes,No,No,1,Female,0.0,19.0,0.0,0.0,8.0,9.0,8,13.2325,1,0,8,9.0,8,13.2325,1,9.4,-0.8,-3.12,Graduate
Single,1st phase—general contingent,2,Journalism and Communication,Daytime,1.0,1,13.0,14.0,10.0,10,Yes,No,No,1,Male,1.0,18.0,0.0,0.0,6.0,6.0,6,14.0,0,0,6,6.0,6,14.166666666666666,0,9.4,-0.8,-3.12,Graduate
Single,2nd phase—general contingent,2,Tourism,Daytime,1.0,1,1.0,2.0,6.0,4,Yes,No,Yes,1,Male,1.0,19.0,0.0,0.0,6.0,14.0,2,10.0,0,0,6,6.0,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,Change in course,1,Social Service (evening attendance),Evening,1.0,9,22.0,27.0,10.0,10,Yes,No,No,1,Female,0.0,25.0,1.0,8.0,16.0,16.0,15,13.333333333333334,0,11,13,13.0,11,12.272727272727272,0,13.9,-0.3,0.79,Graduate
Single,2nd phase—general contingent,3,Communication Design,Daytime,1.0,1,3.0,3.0,5.0,5,Yes,No,No,1,Female,1.0,20.0,0.0,0.0,6.0,6.0,6,12.5,0,0,6,6.0,6,14.333333333333334,0,12.7,3.7,-1.7,Enrolled
Single,1st phase—general contingent,1,Social Service (evening attendance),Evening,1.0,1,23.0,27.0,6.0,6,No,No,No,1,Female,0.0,19.0,0.0,0.0,6.0,6.0,6,12.5,0,0,6,6.0,6,11.5,0,12.7,3.7,-1.7,Graduate
Single,2nd phase—general contingent,1,Management (evening attendance),Evening,1.0,1,19.0,24.0,1.0,1,Yes,No,Yes,1,Male,0.0,33.0,0.0,0.0,5.0,8.0,2,10.5,0,0,5,5.0,0,0.0,0,7.6,2.6,0.32,Dropout
Single,3rd phase—general contingent,4,Informatics Engineering,Daytime,1.0,1,13.0,28.0,32.0,39,Yes,No,Yes,1,Male,0.0,18.0,0.0,0.0,5.0,11.0,3,10.666666666666666,0,0,5,9.0,3,11.333333333333334,0,8.9,1.4,3.51,Enrolled
Single,1st phase—general contingent,1,Informatics Engineering,Daytime,1.0,1,13.0,27.0,6.0,9,Yes,No,No,1,Male,0.0,18.0,0.0,0.0,5.0,9.0,4,10.5,0,0,5,11.0,2,10.5,3,7.6,2.6,0.32,Enrolled
Single,International student (bachelor),1,Management,Daytime,1.0,12,1.0,1.0,3.0,4,No,No,No,1,Female,0.0,19.0,1.0,0.0,5.0,10.0,4,12.0,0,0,5,6.0,5,11.4,0,11.1,0.6,2.02,Graduate
Single,1st phase—general contingent,2,Animation and Multimedia Design,Daytime,1.0,1,3.0,3.0,3.0,3,Yes,No,No,1,Female,0.0,18.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,12.4,0.5,1.79,Enrolled
Single,Change in course,1,Management,Daytime,1.0,1,23.0,14.0,20.0,36,No,No,No,1,Female,0.0,19.0,0.0,0.0,5.0,11.0,5,11.5,0,0,5,9.0,2,10.666666666666666,0,13.9,-0.3,0.79,Enrolled
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,1.0,1,13.0,1.0,6.0,11,Yes,No,No,1,Female,0.0,18.0,0.0,0.0,6.0,6.0,6,14.0,0,0,6,6.0,6,13.5,0,11.1,0.6,2.02,Dropout
Single,2nd phase—general contingent,5,Basic Education,Daytime,1.0,1,3.0,14.0,3.0,8,Yes,No,No,1,Female,0.0,18.0,0.0,0.0,6.0,7.0,6,13.5,0,0,6,8.0,5,12.6,0,7.6,2.6,0.32,Graduate
Single,1st phase—general contingent,3,Nursing,Daytime,1.0,1,13.0,27.0,8.0,8,Yes,No,No,1,Female,0.0,18.0,0.0,0.0,8.0,8.0,8,13.07375,0,0,8,8.0,8,13.07375,0,9.4,-0.8,-3.12,Graduate
Married,Over 23 years old,1,Nursing,Daytime,12.0,1,23.0,28.0,3.0,11,No,No,No,1,Female,0.0,37.0,0.0,0.0,7.0,9.0,2,10.75,0,0,7,9.0,0,0.0,0,16.2,0.3,-0.92,Dropout
