Numero de aluno;Marital status;Application mode;Application order;Course;Daytime/evening attendance;Previous qualification;Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (Dropout);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (Dropout);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
81730;Single;2nd phase—general contingent;1;11;Daytime;1;1;3;1;3;4;No;No;No;1;Female;1;19;0;0;6;15;6;11.333333333333334;0;0;6;9;3;12.666666666666666;0;9.4;-0.8;-3.12;Graduate
16297;Single;2nd phase—general contingent;4;15;Daytime;1;1;1;1;6;6;No;No;Yes;1;Male;0;20;0;0;6;7;5;12.2;0;0;6;6;6;12.333333333333334;0;12.7;3.7;-1.7;Dropout
28338;Single;2nd phase—general contingent;1;2;Daytime;1;1;22;27;10;7;Yes;No;No;1;Male;1;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;Dropout
71908;Single;1st phase—general contingent;6;12;Daytime;1;1;4;14;3;4;Yes;No;No;1;Male;0;18;0;0;7;0;0;0.0;0;0;8;0;0;0.0;0;16.2;0.3;-0.92;Dropout
58498;Single;Over 23 years old;1;4;Daytime;1;1;3;1;3;5;No;No;Yes;0;Male;0;35;0;0;6;8;5;16.166666666666668;0;0;6;10;4;16.0;0;8.9;1.4;3.51;Dropout
71958;Single;2nd phase—general contingent;1;7;Daytime;1;1;13;28;10;8;No;No;No;1;Male;0;18;0;0;5;10;3;11.0;0;0;5;6;3;11.0;1;16.2;0.3;-0.92;Dropout
47027;Single;1st phase—general contingent;1;2;Daytime;1;1;22;14;6;9;Yes;No;No;1;Male;1;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;13.9;-0.3;0.79;Graduate
70805;Single;1st phase—general contingent;2;15;Daytime;1;1;23;14;5;8;Yes;No;No;1;Male;1;19;0;0;6;8;4;12.0;0;0;6;8;6;12.285714285714286;0;15.5;2.8;-4.06;Dropout
88570;Single;2nd phase—general contingent;2;9;Daytime;1;1;1;28;6;8;Yes;No;No;1;Male;0;20;0;0;5;8;2;10.5;0;0;5;11;4;12.25;0;10.8;1.4;1.74;Dropout
44564;Single;Change in course;1;5;Daytime;1;1;1;1;5;8;Yes;No;No;1;Male;0;19;0;3;6;7;3;11.666666666666666;0;1;6;13;4;10.333333333333334;0;13.9;-0.3;0.79;Dropout
43847;Single;1st phase—general contingent;3;9;Daytime;1;1;23;28;10;10;Yes;No;No;1;Male;0;19;0;0;5;8;3;11.0;0;0;5;7;2;10.0;0;12.7;3.7;-1.7;Dropout
39877;Single;Over 23 years old;2;13;Daytime;1;1;1;1;10;11;No;No;No;1;Male;0;24;0;0;7;18;0;0.0;0;0;7;13;0;0.0;1;11.1;0.6;2.02;Dropout
41134;Single;Over 23 years old;1;3;Evening;1;1;22;27;10;8;Yes;No;Yes;0;Male;0;29;0;0;6;11;4;12.5;0;0;6;7;0;0.0;0;12.4;0.5;1.79;Dropout
82780;Single;Over 23 years old;1;12;Daytime;1;1;23;3;10;2;No;No;No;1;Male;0;24;0;0;7;11;7;11.294444444444444;0;0;8;22;2;12.6;0;15.5;2.8;-4.06;Graduate
43265;Single;2nd phase—general contingent;2;11;Daytime;1;1;13;28;7;7;Yes;No;No;1;Male;0;19;0;0;6;8;5;11.2;0;0;6;11;4;12.5;0;15.5;2.8;-4.06;Graduate
44589;Married;Holders of other higher courses;1;2;Daytime;3;1;13;14;10;10;Yes;No;No;1;Male;0;37;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;Dropout
36328;Single;1st phase—special contingent (Azores Island);2;5;Daytime;1;1;1;1;5;11;Yes;No;No;1;Male;0;18;0;0;6;7;5;13.2;0;0;6;6;5;11.8;0;16.2;0.3;-0.92;Graduate
23659;Single; Technological specialization diploma holders;1;7;Daytime;14;1;1;1;10;9;No;No;No;1;Male;1;20;0;3;7;12;6;14.142857142857142;0;1;6;10;6;14.125;0;12.4;0.5;1.79;Dropout
97851;Single;1st phase—general contingent;5;9;Daytime;1;1;24;29;4;4;Yes;No;No;0;Male;0;18;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;11.1;0.6;2.02;Dropout
80864;Single;Change in course;1;9;Daytime;1;1;22;14;10;9;No;No;No;1;Male;0;22;0;0;5;5;0;0.0;0;0;5;9;3;13.333333333333334;2;16.2;0.3;-0.92;Dropout
48973;Single;2nd phase—general contingent;2;9;Daytime;1;1;23;28;5;8;Yes;No;No;1;Male;1;22;0;0;5;7;3;12.333333333333334;0;0;5;9;3;10.571428571428571;0;10.8;1.4;1.74;Dropout
38439;Single;1st phase—general contingent;5;15;Daytime;1;1;1;28;10;6;Yes;No;Yes;0;Male;0;18;0;0;6;6;0;0.0;0;0;6;0;0;0.0;0;11.1;0.6;2.02;Dropout
47970;Single;1st phase—general contingent;3;12;Daytime;1;1;1;1;5;5;Yes;No;No;1;Male;0;18;0;0;8;8;7;13.1;0;0;8;8;7;13.1;0;12.7;3.7;-1.7;Graduate
29229;Single;1st phase—general contingent;1;5;Daytime;1;1;22;27;10;10;Yes;No;No;1;Male;0;19;0;0;6;6;6;13.5;0;0;6;6;6;13.166666666666666;0;9.4;-0.8;-3.12;Graduate
43053;Single;1st phase—general contingent;1;7;Daytime;1;1;23;14;6;6;No;No;No;1;Male;0;19;0;0;5;7;5;10.2;0;0;5;8;3;12.0;0;10.8;1.4;1.74;Dropout
84809;Single;1st phase—general contingent;1;10;Daytime;1;1;13;28;10;10;No;No;No;1;Male;0;19;0;0;6;10;5;11.571428571428571;0;0;6;10;3;13.0;0;16.2;0.3;-0.92;Dropout
60945;Single; Technological specialization diploma holders;1;4;Daytime;14;1;13;14;10;8;Yes;No;Yes;1;Male;0;21;0;0;6;7;6;15.285714285714286;0;0;6;6;6;15.166666666666666;0;12.4;0.5;1.79;Graduate
31418;Single;1st phase—general contingent;2;15;Daytime;1;1;3;1;3;5;No;No;No;1;Male;0;19;0;0;6;9;5;12.6;0;6;10;16;8;11.0;1;8.9;1.4;3.51;Dropout
64675;Single;3rd phase—general contingent;2;13;Daytime;1;1;3;3;3;3;No;No;No;1;Male;0;18;0;0;7;11;6;13.433333333333332;0;0;7;10;4;13.6;0;8.9;1.4;3.51;Graduate
51936;Single;1st phase—special contingent (Madeira Island);2;9;Daytime;1;1;13;14;5;10;Yes;No;No;1;Male;0;19;0;0;5;8;5;11.6;0;0;5;9;3;11.0;0;10.8;1.4;1.74;Dropout
82965;Single;Holders of other higher courses;1;15;Daytime;17;1;13;1;5;9;No;No;No;1;Male;0;25;0;0;6;6;6;14.666666666666666;0;0;6;6;6;13.5;0;11.1;0.6;2.02;Graduate
33204;Single;1st phase—general contingent;1;5;Daytime;1;1;22;1;10;9;Yes;No;No;1;Male;0;22;0;0;6;9;6;14.666666666666666;0;0;6;12;6;14.666666666666666;0;12.7;3.7;-1.7;Graduate
99210;Single;Over 23 years old;1;12;Daytime;1;1;1;1;5;10;No;No;No;1;Male;0;24;0;0;8;8;7;12.742857142857144;0;0;8;8;7;12.742857142857144;0;12.7;3.7;-1.7;Graduate
29863;Single;1st phase—general contingent;2;12;Daytime;1;1;1;3;6;11;Yes;No;No;1;Male;0;19;0;0;7;9;7;11.975;0;0;8;9;7;13.12857142857143;0;13.9;-0.3;0.79;Graduate
34591;Single;Change in course;1;7;Daytime;1;1;3;1;3;4;No;No;No;1;Male;0;18;0;0;5;9;4;12.25;0;0;5;11;3;11.666666666666666;0;13.9;-0.3;0.79;Dropout
36508;Single;2nd phase—general contingent;1;2;Daytime;1;1;23;27;5;7;No;No;No;0;Male;0;20;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12;Dropout
96806;Single;1st phase—general contingent;2;12;Daytime;1;1;13;14;10;8;Yes;No;No;1;Male;1;19;0;0;8;8;7;14.935714285714283;0;0;8;8;7;14.935714285714283;0;10.8;1.4;1.74;Graduate
78797;Single;Change in course;3;11;Daytime;1;1;22;27;10;10;Yes;No;No;1;Male;0;19;0;1;6;16;2;10.5;0;0;6;15;4;10.0;0;7.6;2.6;0.32;Dropout
46835;Single;1st phase—general contingent;1;14;Daytime;1;1;3;3;4;4;Yes;No;No;1;Male;0;19;0;0;6;9;5;13.333333333333334;0;0;6;6;5;13.0;0;12.4;0.5;1.79;Graduate
29208;Single;Change in course;1;4;Daytime;1;1;22;27;10;7;No;No;Yes;1;Male;0;23;0;0;6;6;0;0.0;0;0;6;8;0;0.0;0;15.5;2.8;-4.06;Dropout
97387;Married;Over 23 years old;1;15;Daytime;1;1;22;28;10;4;No;No;No;1;Male;0;47;0;0;6;12;5;13.8;0;0;6;13;4;14.0;0;12.7;3.7;-1.7;Dropout
76045;Single;1st phase—general contingent;1;5;Daytime;1;1;1;1;4;10;No;No;No;1;Male;0;19;0;0;6;6;6;11.833333333333334;0;0;6;8;4;10.75;2;16.2;0.3;-0.92;Graduate
24889;Single;1st phase—general contingent;4;2;Daytime;1;1;1;28;5;9;Yes;No;No;1;Male;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;11.1;0.6;2.02;Graduate
13348;Single;1st phase—general contingent;1;2;Daytime;1;1;3;3;3;3;Yes;No;No;1;Male;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;16.2;0.3;-0.92;Dropout
45260;Single;Change in course;1;9;Daytime;1;1;1;3;2;2;No;No;No;1;Male;0;28;0;0;5;9;2;10.0;0;0;5;9;0;0.0;0;15.5;2.8;-4.06;Dropout
24677;Single;Change in course;1;11;Daytime;6;1;19;24;1;1;Yes;No;No;1;Male;0;20;0;0;6;10;4;11.5;0;0;6;11;3;11.666666666666666;0;7.6;2.6;0.32;Dropout
98818;Single;2nd phase—general contingent;2;11;Daytime;1;1;13;14;6;8;No;No;No;1;Male;1;18;0;0;6;12;3;10.666666666666666;0;0;6;9;4;12.0;0;15.5;2.8;-4.06;Dropout
96038;Single;1st phase—general contingent;1;2;Daytime;1;1;13;14;5;9;Yes;No;No;1;Male;1;21;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;12.4;0.5;1.79;Graduate
69154;Single;1st phase—general contingent;1;11;Daytime;1;1;23;14;10;5;No;No;No;1;Male;0;19;0;0;6;10;4;12.75;0;0;6;12;2;13.0;0;10.8;1.4;1.74;Dropout
59253;Single;Over 23 years old;1;11;Daytime;12;1;23;27;5;6;No;No;Yes;0;Male;0;24;0;0;6;7;0;0.0;0;0;6;7;0;0.0;0;16.2;0.3;-0.92;Dropout
82701;Single;Over 23 years old;1;8;Daytime;1;1;13;1;29;29;No;No;No;1;Male;0;24;0;0;6;11;6;11.333333333333334;0;0;6;12;3;11.333333333333334;0;16.2;0.3;-0.92;Dropout
95510;Single;Over 23 years old;1;6;Daytime;9;1;23;14;10;9;Yes;No;Yes;0;Male;0;25;0;0;6;6;0;0.0;0;0;6;6;0;0.0;0;8.9;1.4;3.51;Dropout
5032;Single;Over 23 years old;1;11;Daytime;1;1;3;1;4;5;No;No;No;1;Male;0;28;0;0;6;10;6;13.0;0;0;6;8;5;12.2;0;13.9;-0.3;0.79;Graduate
11101;Married;Over 23 years old;1;17;Evening;1;1;22;27;10;10;No;No;No;1;Male;0;37;0;0;5;7;4;10.75;0;0;5;7;3;11.333333333333334;0;7.6;2.6;0.32;Dropout
63354;Single;Change in course;1;7;Daytime;1;1;1;28;5;8;No;No;No;1;Male;0;19;0;0;5;8;5;12.0;0;0;5;12;2;10.5;0;13.9;-0.3;0.79;Dropout
2680;Single;2nd phase—general contingent;4;12;Daytime;1;1;23;27;6;8;Yes;No;No;1;Male;1;18;0;0;7;7;7;13.462857142857144;0;0;8;8;8;13.90625;0;11.1;0.6;2.02;Graduate
48864;Single;Over 23 years old;1;11;Daytime;12;1;22;27;12;12;No;No;No;1;Male;0;48;0;0;6;13;3;10.0;0;0;6;15;1;10.0;0;7.6;2.6;0.32;Dropout
47644;Single;2nd phase—general contingent;4;10;Daytime;1;1;22;27;10;9;Yes;No;No;1;Male;0;21;0;0;6;6;6;12.333333333333334;0;0;6;7;6;13.666666666666666;0;8.9;1.4;3.51;Graduate
85174;Single;2nd phase—general contingent;1;12;Daytime;1;1;1;1;5;6;No;No;No;1;Male;1;19;0;0;7;11;6;12.528571428571428;0;0;7;10;6;12.416666666666666;0;15.5;2.8;-4.06;Dropout
28576;Single;Change in course;2;12;Daytime;1;1;13;1;10;11;No;No;No;1;Male;1;21;0;0;8;8;0;0.0;8;0;8;8;0;0.0;8;9.4;-0.8;-3.12;Dropout
53369;Single; Technological specialization diploma holders;1;7;Daytime;1;1;22;10;10;9;Yes;No;Yes;0;Male;0;23;0;0;5;6;0;0.0;0;0;5;7;0;0.0;0;13.9;-0.3;0.79;Dropout
21519;Single;1st phase—general contingent;1;8;Daytime;1;1;1;1;5;11;Yes;No;No;1;Male;0;18;0;0;5;5;5;13.6;0;0;5;6;4;13.25;1;10.8;1.4;1.74;Graduate
42140;Single; Technological specialization diploma holders;1;10;Daytime;14;1;1;1;5;4;No;No;No;1;Male;0;22;0;3;6;7;6;12.333333333333334;0;2;6;6;2;14.0;0;13.9;-0.3;0.79;Dropout
87072;Single;1st phase—special contingent (Madeira Island);1;2;Daytime;1;1;13;27;10;8;Yes;No;No;1;Male;0;25;0;9;13;16;10;11.454545454545457;0;5;11;13;7;12.25;0;12.4;0.5;1.79;Dropout
21238;Single;Holders of other higher courses;1;6;Daytime;15;1;5;3;3;3;No;No;Yes;1;Male;0;27;0;8;13;13;8;13.5;2;5;11;12;5;14.4;0;11.1;0.6;2.02;Dropout
86984;Single;Over 23 years old;1;7;Daytime;9;1;19;24;1;1;No;No;No;0;Male;0;49;0;0;5;5;0;0.0;0;0;5;6;0;0.0;0;10.8;1.4;1.74;Dropout
39615;Single;Over 23 years old;1;17;Evening;1;1;13;27;6;6;No;No;No;0;Male;0;31;0;0;5;5;2;11.0;0;0;5;0;0;0.0;0;12.7;3.7;-1.7;Dropout
2400;Single;Over 23 years old;1;11;Daytime;1;1;22;27;10;7;No;No;No;1;Male;0;54;0;0;6;9;6;13.714285714285714;0;0;6;13;5;14.333333333333334;0;16.2;0.3;-0.92;Dropout
13725;Single;Holders of other higher courses;1;1;Daytime;15;1;23;27;6;7;Yes;No;Yes;0;Male;0;25;0;18;21;26;21;12.363636363636363;0;12;16;21;12;12.25;1;11.1;0.6;2.02;Dropout
82915;Single; Technological specialization diploma holders;1;4;Daytime;14;1;5;3;3;3;No;No;No;1;Male;0;20;0;1;7;13;3;10.666666666666666;0;0;6;14;2;11.5;0;15.5;2.8;-4.06;Dropout
77298;Single;Holders of other higher courses;1;5;Daytime;3;1;4;4;3;3;No;No;No;1;Male;0;28;0;0;6;9;2;12.0;0;0;6;10;3;12.666666666666666;0;12.7;3.7;-1.7;Dropout
96897;Married;Over 23 years old;1;3;Evening;12;1;22;27;10;7;No;No;No;1;Male;0;41;0;1;7;7;7;12.857142857142858;0;0;6;6;6;13.166666666666666;0;12.7;3.7;-1.7;Graduate
92810;Single;1st phase—general contingent;2;14;Daytime;1;1;1;14;5;5;No;No;No;1;Male;1;19;0;0;6;10;6;13.125;0;0;6;9;6;12.714285714285714;0;11.1;0.6;2.02;Dropout
37391;Single;Change in course;1;9;Daytime;1;1;1;1;5;5;No;No;No;1;Male;0;22;0;0;5;6;0;0.0;0;0;5;8;2;11.5;0;15.5;2.8;-4.06;Dropout
58973;Single;1st phase—general contingent;1;11;Daytime;1;1;2;1;3;4;No;No;No;1;Male;0;34;0;0;6;13;2;13.5;0;0;6;6;0;0.0;0;15.5;2.8;-4.06;Dropout
95505;Single;Over 23 years old;1;4;Daytime;1;1;23;28;10;10;No;No;Yes;0;Male;0;28;0;5;11;14;11;15.090909090909092;0;5;10;11;10;15.0;0;11.1;0.6;2.02;Dropout
4325;Single;1st phase—general contingent;1;16;Daytime;1;1;22;27;10;5;Yes;No;No;1;Male;0;42;0;0;6;9;5;12.4;0;0;6;10;5;11.8;0;7.6;2.6;0.32;Dropout
16254;Single;3rd phase—general contingent;1;6;Daytime;1;1;1;14;4;6;No;No;No;0;Male;0;21;0;0;6;10;5;14.0;0;0;6;11;4;14.8;0;11.1;0.6;2.02;Dropout
9464;Single;Holders of other higher courses;1;4;Daytime;3;1;24;29;10;5;No;No;No;1;Male;0;50;0;2;6;8;2;13.5;0;1;6;9;1;13.0;0;15.5;2.8;-4.06;Dropout
13526;Single;1st phase—general contingent;4;9;Daytime;1;1;3;1;4;5;Yes;No;No;1;Male;0;19;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;12.4;0.5;1.79;Dropout
65060;Single;Change in course;1;12;Daytime;1;1;3;4;3;5;No;No;No;1;Male;0;18;0;0;7;12;4;12.65;0;0;7;10;3;10.666666666666666;0;16.2;0.3;-0.92;Dropout
53701;Married;Over 23 years old;1;17;Evening;1;1;22;27;2;2;No;No;No;1;Male;0;59;0;0;5;7;0;0.0;0;0;5;7;0;0.0;0;16.2;0.3;-0.92;Dropout
78953;Married;Holders of other higher courses;1;17;Evening;3;1;19;24;13;13;Yes;No;No;0;Male;0;33;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
99299;Single;2nd phase—general contingent;2;5;Daytime;1;1;22;28;10;11;Yes;No;No;1;Male;1;23;0;0;6;8;6;13.333333333333334;0;0;6;7;5;12.8;0;9.4;-0.8;-3.12;Graduate
72773;Married;Over 23 years old;1;17;Evening;12;1;22;1;6;6;No;No;No;1;Male;0;44;0;0;5;9;3;11.333333333333334;0;0;5;8;5;11.142857142857142;0;13.9;-0.3;0.79;Dropout
15527;Married;1st phase—general contingent;4;3;Evening;1;1;19;24;1;1;Yes;No;No;1;Male;0;37;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;9.4;-0.8;-3.12;Dropout
67355;Married;Over 23 years old;1;2;Daytime;12;1;22;27;10;10;No;No;No;1;Male;0;36;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;10.8;1.4;1.74;Dropout
35048;Single;1st phase—general contingent;2;17;Evening;1;1;1;3;5;3;No;No;No;0;Male;0;22;0;0;5;7;3;11.666666666666666;0;0;5;8;2;10.5;2;7.6;2.6;0.32;Dropout
54485;Married;Over 23 years old;1;3;Evening;12;1;22;27;7;7;No;No;No;1;Male;0;49;0;0;6;8;6;12.166666666666666;0;0;6;8;6;14.428571428571429;0;12.4;0.5;1.79;Graduate
65163;Single;Change in institution/course;1;15;Daytime;1;1;1;32;6;4;Yes;No;No;1;Male;0;23;0;0;6;7;6;13.333333333333334;0;0;6;6;4;12.75;0;11.1;0.6;2.02;Graduate
74534;Single;1st phase—general contingent;1;5;Daytime;1;1;1;1;5;10;Yes;No;No;1;Male;0;19;0;0;6;7;5;11.4;0;0;6;10;3;11.0;3;7.6;2.6;0.32;Dropout
98074;Married;Change in course;1;3;Evening;1;1;22;27;6;6;No;No;No;1;Male;0;47;0;0;6;9;6;12.142857142857142;0;0;6;6;0;0.0;0;16.2;0.3;-0.92;Dropout
52661;Single;Change in course;1;4;Daytime;1;1;1;2;5;3;No;No;No;1;Male;0;28;0;9;18;36;17;13.058823529411764;1;6;12;15;12;12.307692307692308;0;15.5;2.8;-4.06;Graduate
23851;Single; Technological specialization diploma holders;1;4;Daytime;14;1;1;28;10;7;No;No;No;1;Male;0;21;0;0;6;13;4;11.75;0;0;6;15;4;10.5;0;15.5;2.8;-4.06;Dropout
76155;Single;1st phase—general contingent;1;11;Daytime;1;1;23;1;10;10;No;No;Yes;0;Male;0;21;0;0;6;9;5;11.833333333333334;0;0;6;8;5;10.0;0;8.9;1.4;3.51;Dropout
17837;Single;Change in course;1;10;Daytime;14;1;2;1;2;3;No;No;No;1;Male;0;21;0;9;11;14;10;12.4;0;6;10;13;10;11.8;0;13.9;-0.3;0.79;Graduate
87975;Single;1st phase—general contingent;1;5;Daytime;1;1;13;28;5;5;No;No;No;1;Male;0;20;0;1;6;8;6;13.428571428571429;1;0;6;12;4;11.5;0;13.9;-0.3;0.79;Dropout
8932;Married;Transfer;1;9;Daytime;1;1;22;27;10;10;No;No;No;0;Male;0;49;0;0;5;5;0;0.0;0;0;5;9;0;0.0;0;10.8;1.4;1.74;Dropout
39696;Single;Over 23 years old;1;17;Evening;1;1;13;27;7;9;No;No;No;1;Male;0;40;0;0;5;5;5;11.0;0;0;5;5;5;13.4;0;15.5;2.8;-4.06;Graduate
46238;Single;2nd phase—general contingent;1;11;Daytime;1;1;1;1;4;4;No;No;No;1;Male;1;22;0;0;6;8;6;13.625;0;0;6;8;6;14.428571428571429;0;11.1;0.6;2.02;Graduate
79733;Single;Transfer;1;7;Daytime;1;1;1;27;6;6;No;No;No;1;Male;0;19;0;2;5;6;4;11.8;0;0;5;7;2;11.5;0;15.5;2.8;-4.06;Dropout
80374;Single;Over 23 years old;1;17;Evening;1;1;3;28;3;8;No;No;No;1;Male;0;31;0;0;5;5;0;0.0;0;0;5;7;0;0.0;0;13.9;-0.3;0.79;Dropout
60290;Single;Transfer;1;7;Daytime;1;1;5;5;3;3;No;No;No;1;Male;0;30;0;1;6;9;2;15.0;0;1;6;7;2;13.5;0;15.5;2.8;-4.06;Dropout
91622;Single;1st phase—general contingent;1;10;Daytime;1;1;22;27;6;11;No;No;No;1;Male;0;19;0;0;6;9;5;10.8;0;0;6;11;5;11.0;0;7.6;2.6;0.32;Graduate
46044;Single;3rd phase—general contingent;1;9;Daytime;1;1;19;24;12;12;No;No;No;1;Male;0;22;0;0;5;11;3;13.666666666666666;0;0;5;10;3;11.333333333333334;0;9.4;-0.8;-3.12;Dropout
53483;Single;1st phase—general contingent;1;15;Daytime;1;1;13;27;10;10;No;No;No;1;Male;0;19;0;0;6;8;6;12.833333333333334;0;0;6;8;6;13.333333333333334;0;15.5;2.8;-4.06;Graduate
78094;Single;2nd phase—general contingent;1;2;Daytime;1;1;1;27;5;10;No;No;No;0;Male;0;21;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;Dropout
29511;Single;2nd phase—general contingent;3;14;Daytime;1;1;1;28;5;8;No;No;No;1;Male;0;19;0;0;6;8;6;15.125;0;0;6;7;6;13.428571428571429;0;11.1;0.6;2.02;Graduate
49913;Single;Change in course;2;9;Daytime;1;1;1;14;4;4;Yes;No;No;1;Male;0;22;0;0;5;11;0;0.0;0;0;5;7;1;10.0;1;16.2;0.3;-0.92;Dropout
34761;Single;1st phase—general contingent;1;10;Daytime;1;1;4;5;3;3;No;No;No;1;Male;0;22;0;0;6;10;5;11.4;0;0;6;8;5;11.0;0;10.8;1.4;1.74;Graduate
22428;Single;1st phase—general contingent;1;10;Daytime;1;1;1;1;5;5;No;No;No;1;Male;0;19;0;0;6;12;4;12.25;0;0;6;9;6;11.0;0;9.4;-0.8;-3.12;Graduate
85542;Single;Over 23 years old;1;11;Daytime;14;1;1;1;6;11;No;No;No;0;Male;0;26;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;16.2;0.3;-0.92;Dropout
28025;Single; Technological specialization diploma holders;1;7;Daytime;14;1;5;31;4;3;No;No;No;1;Male;0;23;0;3;7;12;3;14.0;0;1;6;12;1;14.0;0;12.4;0.5;1.79;Dropout
90573;Single;2nd phase—general contingent;1;5;Daytime;1;1;13;14;8;8;No;No;No;1;Male;0;18;0;0;6;7;6;12.333333333333334;0;0;6;10;5;10.8;4;16.2;0.3;-0.92;Dropout
89243;Single;1st phase—general contingent;1;9;Daytime;1;1;22;27;10;10;No;No;Yes;1;Male;1;22;0;0;5;8;5;10.666666666666666;0;0;5;11;2;11.0;0;15.5;2.8;-4.06;Dropout
9374;Single;3rd phase—general contingent;5;7;Daytime;1;1;3;2;3;4;Yes;No;No;1;Male;0;19;0;0;5;9;5;11.833333333333334;0;0;5;9;5;14.714285714285714;0;12.4;0.5;1.79;Dropout
71424;Single;2nd phase—general contingent;1;9;Daytime;1;1;1;14;5;9;No;No;No;1;Male;0;20;0;0;5;14;0;0.0;0;0;5;5;0;0.0;0;11.1;0.6;2.02;Dropout
25280;Single;1st phase—general contingent;3;5;Daytime;1;1;22;27;10;10;Yes;No;No;1;Male;1;22;0;0;6;6;6;11.666666666666666;0;0;6;6;6;12.166666666666666;0;7.6;2.6;0.32;Dropout
95675;Single;Holders of other higher courses;1;8;Daytime;3;1;2;28;3;4;Yes;No;No;0;Male;0;18;0;2;5;7;2;13.0;0;0;5;5;0;0.0;0;12.7;3.7;-1.7;Dropout
49924;Divorced;Change in course;2;17;Evening;13;1;3;1;3;10;No;No;No;1;Male;0;39;0;0;2;5;0;0.0;0;0;4;4;0;0.0;0;10.8;1.4;1.74;Dropout
69143;Single;1st phase—general contingent;1;12;Daytime;1;1;13;1;12;12;No;No;No;1;Male;0;18;0;0;8;8;0;0.0;3;0;8;8;0;0.0;3;10.8;1.4;1.74;Dropout
68332;Single;2nd phase—general contingent;3;7;Daytime;1;1;1;28;4;4;No;No;No;1;Male;1;18;0;0;5;5;5;13.0;0;0;5;5;5;14.2;0;8.9;1.4;3.51;Graduate
31602;Single;1st phase—general contingent;1;10;Daytime;1;1;13;28;10;10;No;No;No;1;Male;1;19;0;0;6;7;6;13.857142857142858;0;0;6;6;6;14.0;0;13.9;-0.3;0.79;Graduate
46412;Single;1st phase—general contingent;1;12;Daytime;1;1;1;14;10;10;No;No;No;1;Male;0;18;0;0;7;7;6;13.391666666666666;0;0;8;8;8;12.4875;0;12.4;0.5;1.79;Graduate
40932;Single;1st phase—general contingent;1;9;Daytime;1;1;19;14;1;5;Yes;No;No;1;Male;1;18;0;0;5;7;4;12.75;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
2831;Single; Technological specialization diploma holders;1;8;Daytime;14;1;22;27;7;7;Yes;No;No;1;Male;0;22;0;0;5;7;4;14.5;0;0;5;5;5;14.6;0;10.8;1.4;1.74;Graduate
16215;Single;1st phase—general contingent;1;10;Daytime;1;1;1;1;4;5;No;No;No;1;Male;0;19;0;0;6;7;6;12.166666666666666;0;0;6;6;6;12.166666666666666;0;12.4;0.5;1.79;Graduate
33539;Single;1st phase—general contingent;1;8;Daytime;1;1;13;27;10;9;Yes;No;No;1;Male;0;18;0;0;5;5;5;15.4;0;0;5;5;5;15.6;0;12.7;3.7;-1.7;Dropout
64222;Single;Over 23 years old;1;7;Daytime;12;1;1;1;5;4;No;No;Yes;0;Male;0;31;0;0;5;9;2;13.333333333333334;0;0;5;9;2;16.0;4;16.2;0.3;-0.92;Dropout
91047;Single;Over 23 years old;1;17;Evening;1;1;3;1;4;4;No;No;No;1;Male;0;28;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;12.7;3.7;-1.7;Dropout
84779;Single;1st phase—general contingent;1;5;Daytime;1;1;1;1;5;9;No;No;No;1;Male;0;19;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06;Dropout
82064;Single;2nd phase—general contingent;1;11;Daytime;1;1;1;1;5;9;No;No;No;1;Male;0;20;0;0;6;7;6;13.714285714285714;0;0;6;8;6;14.714285714285714;0;16.2;0.3;-0.92;Graduate
74505;Divorced;Over 23 years old;1;10;Daytime;1;1;13;3;10;3;No;No;No;1;Male;0;50;0;0;6;7;4;12.25;0;0;6;7;0;0.0;0;8.9;1.4;3.51;Dropout
